CSV File,Columns containing all necessary fragments for ID,Columns containing fragments where atleast one fragment must be observed for confirmation,Run DDA,Run AIF (Ignore this column if you don't have AIF data),By Class only - total C:DB,Polarity,Adduct,Notes
PEtOH_neg_minH.csv,5;6,,TRUE,TRUE,FALSE,Pos,[M-H]-,Phosphatidylethanol
DLCL_neg_BMPlike_minH.csv,5;6,,TRUE,TRUE,FALSE,Neg,[M-H]-,dilysocardiolipin
DLCL_neg_PGlike_minH.csv,8;9,,TRUE,TRUE,FALSE,Neg,[M-H]-,dilysocardiolipin
MLCL_neg_minH.csv,10;11,,TRUE,TRUE,FALSE,Neg,[M-H]-,monolysocardiolipin
MSDIAL_Ac2PIM1_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Ac2PIM1
MSDIAL_Ac2PIM2_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Ac2PIM2
MSDIAL_Ac3PIM2_[M-H]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Ac3PIM2
MSDIAL_Ac4PIM2_[M-H]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Ac4PIM2
MSDIAL_ADGGA_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_ADGGA
MSDIAL_BASulfate_[M-H]-.csv,3;4,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_BASulfate
MSDIAL_BileAcid_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_BileAcid
MSDIAL_Cer_ADS_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Cer_ADS
MSDIAL_Cer_AP_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Cer_AP
MSDIAL_Cer_AS_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Cer_AS
MSDIAL_Cer_BDS_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Cer_BDS
MSDIAL_Cer_BS_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Cer_BS
MSDIAL_Cer_EODS_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Cer_EODS
MSDIAL_Cer_EOS_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Cer_EOS
MSDIAL_Cer_NDS_[M-H]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Cer_NDS
MSDIAL_Cer_NP_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Cer_NP
MSDIAL_Cer_NS_[M-H]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Cer_NS
MSDIAL_CerP_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_CerP
MSDIAL_CL_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_CL
MSDIAL_DCAE_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_DCAE
MSDIAL_DGGA_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_DGGA
MSDIAL_DLCL_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_DLCL
MSDIAL_EtherLPE_[M-H]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_EtherLPE
MSDIAL_EtherLPG_[M-H]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_EtherLPG
MSDIAL_EtherOxPE_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_EtherOxPE
MSDIAL_EtherPE_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_EtherPE
MSDIAL_EtherPG_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_EtherPG
MSDIAL_EtherPI_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_EtherPI
MSDIAL_EtherPS_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_EtherPS
MSDIAL_EtherSMGDG_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_EtherSMGDG
MSDIAL_FA_[M-H]-.csv,3,,FALSE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_FA
MSDIAL_FAHFA_[M-H]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_FAHFA
MSDIAL_GDCAE_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_GDCAE
MSDIAL_GLCAE_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_GLCAE
MSDIAL_GM3_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_GM3
MSDIAL_HBMP_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_HBMP
MSDIAL_HexCer_AP_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_HexCer_AP
MSDIAL_HexCer_NDS_[M-H]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_HexCer_NDS
MSDIAL_HexCer_NS_[M-H]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_HexCer_NS
MSDIAL_LNAPE_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_LNAPE
MSDIAL_LNAPS_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_LNAPS
MSDIAL_LPA_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_LPA
MSDIAL_LPE_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_LPE
MSDIAL_LPG_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_LPG
MSDIAL_LPI_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_LPI
MSDIAL_LPS_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_LPS
MSDIAL_MLCL_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_MLCL
MSDIAL_NAGly_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_NAGly
MSDIAL_NAGlySer_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_NAGlySer
MSDIAL_OxPE_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_OxPE
MSDIAL_OxPG_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_OxPG
MSDIAL_OxPI_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_OxPI
MSDIAL_OxPS_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_OxPS
MSDIAL_PA_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_PA
MSDIAL_PE_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_PE
MSDIAL_PE_Cer_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_PE_Cer
MSDIAL_PEtOH_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_PEtOH
MSDIAL_PG_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_PG
MSDIAL_PI_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_PI
MSDIAL_PI_Cer_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_PI_Cer
MSDIAL_PMeOH_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_PMeOH
MSDIAL_PS_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_PS
MSDIAL_SHexCer_[M-H]-.csv,3;4,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_SHexCer
MSDIAL_SL_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_SL
MSDIAL_SQDG_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_SQDG
MSDIAL_SSulfate_[M-H]-.csv,3;4,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_SSulfate
MSDIAL_TDCAE_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_TDCAE
MSDIAL_TLCAE_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_TLCAE
MSDIAL_Vitamin_E_[M-H]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M-H]-,MSDIAL_Vitamin_E
OxTG_Ke_NH4.csv,4;5;6,,TRUE,FALSE,FALSE,Pos,[M+NH4]+,Oxidized Triglyceride Ketone and Epoxy Long Chain
OxTG_OH_NH4.csv,3;4;5;6,,TRUE,FALSE,FALSE,Pos,[M+NH4]+,Oxidized Triglyceride hydroxyl Long Chain
OxTG_OOH_NH4.csv,5;6;7,,TRUE,FALSE,FALSE,Pos,[M+NH4]+,Oxidized Triglyceride hydroperoxyl Long Chain
OxTG_Short_NH4.csv,3;4;5,,FALSE,FALSE,FALSE,Pos,[M+NH4]+,Oxidized Triglyceride aldehyde and carboxylic acid Short Chain
