"row.ID","row.m.z","row.retention.time","All.identity.elements","posIEB_DD_2.mzXML.Peak.height","posIEB_DD_3.mzXML.Peak.height","posIEB_DD_4.mzXML.Peak.height","posIEB_DD_6.mzXML.Peak.height","pos_DD_1.mzXML.Peak.height","pos_DD_3.mzXML.Peak.height","posIEB_DD_1.mzXML.Peak.height","posIEB_DD_5.mzXML.Peak.height","pos_DD_4.mzXML.Peak.height","pos_DD_5.mzXML.Peak.height","pos_DD_2.mzXML.Peak.height","pos_DD_6.mzXML.Peak.height","NA.","ID_Ranked","Intensity_Ranked","Class_At_Max_Intensity","Adduct_At_Max_Intensity","Only_One_Class","Molecular","Adducts Confirmed by MS/MS"
45,820.739499409994,13.4400319444444,NA,252409006.47619,260097964.190476,246623122.285714,251276982.857143,256989161.904762,259947492.571429,259138491.809524,257447288.380952,255983568,248934793.523809,261232617.142857,249852637.714286,NA,"1_TG(14:0_16:0_18:2)+NH4 | 1_TG(14:1_16:0_18:1)+NH4 | 1_TG(14:0_16:1_18:1)+NH4 | 1_TG(16:0_16:1_16:1)+NH4 | 1_TG(12:0_18:0_18:2)+NH4 | 1_TG(12:0_16:0_20:2)+NH4 | 1_TG(15:1_16:0_17:1)+NH4 | 1_TG(15:0_15:0_18:2)+NH4 | 1_TG(13:0_17:0_18:2)+NH4 | 1_TG(14:0_14:1_20:1)+NH4 | 1_TG(14:0_14:0_20:2)+NH4 | 1_TG(14:0_17:1_17:1)+NH4 | 1_TG(12:0_18:1_18:1)+NH4 | 1_TG(15:0_15:1_18:1)+NH4 | 1_TG(10:0_18:1_20:1)+NH4 | 1_TG(13:0_17:1_18:1)+NH4 | 1_TG(14:1_16:1_18:0)+NH4 | 1_TG(12:0_16:1_20:1)+NH4 | 1_TG(15:0_16:1_17:1)+NH4 | 1_TG(15:1_16:1_17:0)+NH4 | 1_TG(14:1_17:0_17:1)+NH4 | 1_TG(10:0_18:0_20:2)+NH4 | 1_TG(15:1_15:1_18:0)+NH4 | 1_TG(13:0_15:0_20:2)+NH4 | 1_TG(13:0_15:1_20:1)+NH4","44990977.2 | 23052874.2 | 21450207.2 | 19564022.2 | 18646590.1 | 18197804.05 | 16423289.092 | 16186300.71 | 16157340.147 | 14255007.24 | 12980639.05 | 12958067.15 | 7367587.2 | 5647797.652 | 5637452.792 | 5622452.137 | 5441532.1 | 5182785.24 | 3453175.66 | 3417407.102 | 1561962.11 | 1041129.502 | 1004737.042 | 327602.547 | 282697.169","TG","[M+NH4]+","Yes","TG(14:0_16:0_18:2)","[M+NH4]+"
46,822.75520324707,14.0018166666667,NA,249053524.380952,255273622.761905,260107204.380952,253597376.761905,249684261.142857,259385973.714286,254533651.238095,246887527.619048,254081849.333333,245596000.285714,245372561.714286,257751990.952381,NA,"1_TG(14:0_16:0_18:1)+NH4 | 1_TG(16:0_16:0_16:1)+NH4 | 1_TG(14:1_16:0_18:0)+NH4 | 1_TG(12:0_16:0_20:1)+NH4 | 1_TG(15:0_16:0_17:1)+NH4 | 1_TG(10:0_16:0_22:1)+NH4 | 1_TG(12:0_18:0_18:1)+NH4 | 1_TG(14:0_16:1_18:0)+NH4 | 1_TG(15:0_15:0_18:1)+NH4 | 1_TG(13:0_17:0_18:1)+NH4 | 1_TG(10:0_18:1_20:0)+NH4 | 1_TG(12:0_14:0_22:1)+NH4 | 1_TG(14:0_14:1_20:0)+NH4 | 1_TG(14:0_17:0_17:1)+NH4 | 1_TG(14:0_14:0_20:1)+NH4 | 1_TG(12:0_16:1_20:0)+NH4 | 1_TG(15:0_16:1_17:0)+NH4 | 1_TG(10:0_18:0_20:1)+NH4 | 1_TG(13:0_17:1_18:0)+NH4 | 1_TG(14:1_17:0_17:0)+NH4 | 1_TG(13:0_15:0_20:1)+NH4 | 1_TG(13:0_13:0_22:1)+NH4","33397064.8 | 18126532.8 | 16065405.7 | 15512234.85 | 15168939.24 | 15083290.19 | 12212500.3 | 11526827.2 | 11044847.75 | 10994373.903 | 10986347.955 | 8036213.076 | 7792176.241 | 7679077.72 | 7678969.75 | 3596978.841 | 3278601.18 | 1031366.364 | 1014474.363 | 312916.73 | 256024.373 | 152451.649","TG","[M+NH4]+","Yes","TG(14:0_16:0_18:1)","[M+NH4]+|[M+Na]+"
48,782.723528544108,13.7172416666667,NA,244381604.571429,235828038.952381,235147477.809524,246074484.285714,235039513.333333,233144832.380952,248411735.809524,237940492.880952,244309823.428571,231030607.904762,245501103.714286,241606552.714286,NA,"1_TG(14:0_15:0_16:0)+NH4 | 1_TG(13:0_15:0_17:0)+NH4 | 1_TG(12:0_15:0_18:0)+NH4 | 1_TG(15:0_15:0_15:0)+NH4 | 1_TG(12:0_16:0_17:0)+NH4 | 1_TG(13:0_16:0_16:0)+NH4 | 1_TG(13:0_14:0_18:0)+NH4 | 1_TG(14:0_14:0_17:0)+NH4 | 1_TG(10:0_17:0_18:0)+NH4","26307423.3 | 26084296.32 | 26071520.15 | 26019847.2 | 315507.53 | 266822.08 | 234445.04 | 231457.54 | 142089.091","TG","[M+NH4]+","Yes","TG(14:0_15:0_16:0)","[M+NH4]+"
60,844.739461263021,12.9429694444444,NA,174024929.142857,170297278.095238,171351971.428571,174384846.095238,168971636.952381,174526428.190476,169822064,172872910.095238,171258667.428571,165711971.809524,170274928.761905,170442886.857143,NA,"1_TG(14:0_18:2_18:2)+NH4 | 1_TG(16:1_16:1_18:2)+NH4 | 1_TG(14:1_18:1_18:2)+NH4 | 1_TG(14:0_18:1_18:3)+NH4 | 1_TG(12:0_18:2_20:2)+NH4 | 1_TG(15:0_17:2_18:2)+NH4 | 1_TG(15:1_17:1_18:2)+NH4 | 1_TG(14:0_16:1_20:3)+NH4 | 1_TG(14:0_16:0_20:4)+NH4 | 1_TG(16:0_16:1_18:3)+NH4 | 1_TG(14:0_14:0_22:4)+NH4 | 1_TG(14:1_16:1_20:2)+NH4 | 1_TG(14:1_18:0_18:3)+NH4 | 1_TG(16:1_17:1_17:2)+NH4 | 1_TG(12:0_18:3_20:1)+NH4 | 1_TG(15:0_17:1_18:3)+NH4 | 1_TG(12:0_18:1_20:3)+NH4 | 1_TG(14:1_16:0_20:3)+NH4 | 1_TG(15:1_17:2_18:1)+NH4 | 1_TG(12:0_16:0_22:4)+NH4 | 1_TG(16:0_17:2_17:2)+NH4 | 1_TG(14:1_14:1_22:2)+NH4 | 1_TG(15:0_15:1_20:3)+NH4 | 1_TG(12:0_18:0_20:4)+NH4 | 1_TG(15:1_15:1_20:2)+NH4 | 1_TG(15:0_15:0_20:4)+NH4","20649135.5 | 17036977.5 | 16344154.2 | 13357288.5 | 13112846.61 | 13042929.823 | 13033925.962 | 12055861.1 | 9250858.676 | 8783448.5 | 7845334.456 | 5220464.1 | 4333141.219 | 4257300.277 | 3440813.51 | 3380063.52 | 2838212.31 | 2774657.8 | 2599895.265 | 1680543.666 | 1635150.54 | 1186303.659 | 421231.108 | 290265.905 | 249768.125 | 226889.959","TG","[M+NH4]+","Yes","TG(14:0_18:2_18:2)","[M+NH4]+|[M+Na]+"
108,824.770772298177,14.5855083333333,NA,74015262,70935185.3809524,72945747.6190476,71312214,71081735.5714286,70734501.047619,73234284.0952381,68711892.4761905,72025771.7142857,72579048,71033658.6666667,70431778.0952381,NA,"1_TG(14:0_16:0_18:0)+NH4 | 1_TG(12:0_16:0_20:0)+NH4 | 1_TG(15:0_16:0_17:0)+NH4 | 1_TG(16:0_16:0_16:0)+NH4 | 1_TG(12:0_18:0_18:0)+NH4 | 1_TG(15:0_15:0_18:0)+NH4 | 1_TG(12:0_14:0_22:0)+NH4 | 1_TG(14:0_17:0_17:0)+NH4 | 1_TG(14:0_14:0_20:0)+NH4 | 1_TG(12:0_12:0_24:0)+NH4","11877854.87 | 10311038.88 | 10281499.56 | 10255839.27 | 1022741.21 | 989024.54 | 776357.452 | 741529.89 | 737352.54 | 87906.812","TG","[M+NH4]+","Yes","TG(14:0_16:0_18:0)","[M+NH4]+"
124,768.707537333171,13.3989902777778,NA,57613294.8095238,59894502.5238095,56558452.8333333,56688235.0238095,57785835.047619,58765961.1904762,57632127.3333333,56587348.6428571,60338932.0714286,58609454.1190476,61584969.9285714,58655161.4523809,NA,"1_TG(14:0_14:0_16:0)+NH4 | 1_TG(12:0_16:0_16:0)+NH4 | 1_TG(12:0_14:0_18:0)+NH4 | 1_TG(10:0_16:0_18:0)+NH4 | 1_TG(13:0_15:0_16:0)+NH4 | 1_TG(16:0_20:0_8:0)+NH4 | 1_TG(10:0_14:0_20:0)+NH4 | 1_TG(14:0_15:0_15:0)+NH4 | 1_TG(13:0_14:0_17:0)+NH4 | 1_TG(12:0_15:0_17:0)+NH4 | 1_TG(12:0_12:0_20:0)+NH4 | 1_TG(13:0_13:0_18:0)+NH4 | 1_TG(18:0_18:0_8:0)+NH4 | 1_TG(10:0_17:0_17:0)+NH4","10130631.13 | 8352428.13 | 6679533.53 | 6616375.87 | 6168265.641 | 6134580.519 | 4117827.046 | 4072796.29 | 4050602.89 | 2299108.699 | 2263195.706 | 455403.881 | 453116.343 | 113772.879","TG","[M+NH4]+","Yes","TG(14:0_14:0_16:0)","[M+NH4]+"
131,796.740076700846,14.0018166666667,NA,54317355.6666667,54039411.2142857,57469369.3809524,54016548.6190476,53172768.5,54726290.4285714,54183987.1904762,51828207.3571428,52372514.1666667,51092627.0238095,51248740.5,53343744.6904762,NA,"1_TG(14:0_16:0_16:0)+NH4 | 1_TG(12:0_16:0_18:0)+NH4 | 1_TG(15:0_15:0_16:0)+NH4 | 1_TG(10:0_16:0_20:0)+NH4 | 1_TG(13:0_16:0_17:0)+NH4 | 1_TG(14:0_14:0_18:0)+NH4 | 1_TG(12:0_14:0_20:0)+NH4 | 1_TG(14:0_15:0_17:0)+NH4 | 1_TG(10:0_14:0_22:0)+NH4 | 1_TG(13:0_15:0_18:0)+NH4 | 1_TG(10:0_18:0_18:0)+NH4 | 1_TG(12:0_17:0_17:0)+NH4 | 1_TG(12:0_12:0_22:0)+NH4 | 1_TG(13:0_13:0_20:0)+NH4","9496093.32 | 7128012.72 | 6397614.09 | 6373444.333 | 6371806.472 | 3641924.72 | 3471355.767 | 3219669.04 | 3181221.916 | 544998.692 | 514819.286 | 341059.27 | 331238.35 | 38925.969","TG","[M+NH4]+","Yes","TG(14:0_16:0_16:0)","[M+NH4]+"
167,842.723589579264,12.4360569444444,NA,32726207.5238095,32974913.7142857,32244965.7142857,32284815.8095238,31786374.5714286,31553585.047619,31232414.3809524,31928100.952381,31094150.7619048,31355270.952381,32506185.6190476,31500933.7142857,NA,"1_TG(14:0_18:2_18:3)+NH4 | 1_TG(14:1_18:1_18:3)+NH4 | 1_TG(16:1_16:1_18:3)+NH4 | 1_TG(14:1_18:2_18:2)+NH4 | 1_TG(14:0_18:1_18:4)+NH4 | 1_TG(12:0_18:3_20:2)+NH4 | 1_TG(14:0_16:1_20:4)+NH4 | 1_TG(15:1_17:1_18:3)+NH4 | 1_TG(10:0_18:3_22:2)+NH4 | 1_TG(14:0_14:1_22:4)+NH4 | 1_TG(12:0_18:2_20:3)+NH4 | 1_TG(15:1_17:2_18:2)+NH4 | 1_TG(14:0_16:0_20:5)+NH4 | 1_TG(14:0_14:0_22:5)+NH4 | 1_TG(16:0_16:1_18:4)+NH4 | 1_TG(14:1_18:0_18:4)+NH4 | 1_TG(14:1_16:0_20:4)+NH4 | 1_TG(14:1_16:1_20:3)+NH4 | 1_TG(12:0_18:4_20:1)+NH4 | 1_TG(10:0_18:4_22:1)+NH4 | 1_TG(12:0_16:1_22:4)+NH4 | 1_TG(12:0_18:1_20:4)+NH4 | 1_TG(16:1_17:2_17:2)+NH4 | 1_TG(12:0_16:0_22:5)+NH4 | 1_TG(10:0_20:1_20:4)+NH4 | 1_TG(10:0_18:1_22:4)+NH4 | 1_TG(12:0_18:0_20:5)+NH4 | 1_TG(10:0_20:2_20:3)+NH4 | 1_TG(15:1_15:1_20:3)+NH4 | 1_TG(10:0_18:0_22:5)+NH4","4505103.3 | 2413472.1 | 2216640.6 | 1998983.5 | 1883373.9 | 1864418.372 | 1850715.8 | 1814862.051 | 1813223.46 | 1698086.73 | 1657458.78 | 1558636.058 | 1509626.96 | 1278543.56 | 1199757.5 | 977944.335 | 957749.6 | 951773.3 | 585918.164 | 537882.357 | 521490.81 | 464770.08 | 458971.157 | 399245.44 | 257742.481 | 225973.227 | 111217.875 | 107201.989 | 103756.001 | 91264.492","TG","[M+NH4]+","Yes","TG(14:0_18:2_18:3)","[M+NH4]+|[M+Na]+"
319,808.739250183105,13.7121722222222,NA,12235963.1428571,11642131.8333333,11526933.4761905,12431481.952381,11742478,11644006.8571429,12048130.8333333,11446023.1428571,11843226.5,11336082.0714286,11782602.0238095,12250907.6428571,NA,"1_TG(14:0_15:0_18:1)+NH4 | 1_TG(15:0_16:0_16:1)+NH4 | 1_TG(14:0_16:0_17:1)+NH4 | 1_TG(13:0_16:0_18:1)+NH4 | 1_TG(14:0_16:1_17:0)+NH4 | 1_TG(15:0_15:0_17:1)+NH4 | 1_TG(12:0_17:0_18:1)+NH4 | 1_TG(14:1_16:0_17:0)+NH4 | 1_TG(15:0_15:1_17:0)+NH4 | 1_TG(15:1_16:0_16:0)+NH4 | 1_TG(14:1_15:0_18:0)+NH4 | 1_TG(14:0_15:1_18:0)+NH4 | 1_TG(14:0_14:1_19:0)+NH4 | 1_TG(13:0_17:0_17:1)+NH4 | 1_TG(13:0_16:1_18:0)+NH4 | 1_TG(12:0_17:1_18:0)+NH4 | 1_TG(12:0_16:1_19:0)+NH4 | 1_TG(13:0_15:1_19:0)+NH4","2348399.75 | 1964524.65 | 1904540.15 | 1805981.25 | 1259373.55 | 1130012.95 | 1114998.62 | 1047027.96 | 996998.07 | 874340.67 | 854557.97 | 803222.38 | 772246.331 | 658276.25 | 524485.06 | 478669.03 | 456341.891 | 179797.941","TG","[M+NH4]+","Yes","TG(14:0_15:0_18:1)","[M+NH4]+"
407,806.723670959473,13.1453819444444,NA,8883116.30952381,9273975.95238095,9511900.78571429,9179460.38095238,9225805.85714286,8782427,9375206.71428571,8754125.95238095,8599285.26190476,9004208.85714286,8794362.35714286,8900724.71428571,NA,"1_TG(14:0_15:0_18:2)+NH4 | 1_TG(14:1_15:0_18:1)+NH4 | 1_TG(14:0_16:1_17:1)+NH4 | 1_TG(13:0_16:0_18:2)+NH4 | 1_TG(14:0_15:1_18:1)+NH4 | 1_TG(12:0_17:1_18:1)+NH4 | 1_TG(15:0_15:1_17:1)+NH4 | 1_TG(13:0_16:1_18:1)+NH4 | 1_TG(15:0_16:1_16:1)+NH4 | 1_TG(14:1_16:0_17:1)+NH4 | 1_TG(12:0_17:0_18:2)+NH4 | 1_TG(14:0_16:0_17:2)+NH4 | 1_TG(12:0_15:0_20:2)+NH4 | 1_TG(15:1_16:0_16:1)+NH4 | 1_TG(14:1_16:1_17:0)+NH4 | 1_TG(13:0_14:0_20:2)+NH4 | 1_TG(15:0_15:0_17:2)+NH4 | 1_TG(13:0_17:1_17:1)+NH4 | 1_TG(14:1_15:1_18:0)+NH4 | 1_TG(13:0_17:0_17:2)+NH4 | 1_TG(12:0_17:2_18:0)+NH4 | 1_TG(15:1_15:1_17:0)+NH4 | 1_TG(10:0_17:0_20:2)+NH4","1057850.12 | 853969.62 | 723167.62 | 689933.46 | 680948.71 | 650829.72 | 644505.51 | 640463.26 | 593924.92 | 568757.32 | 546903.48 | 518329.39 | 495399.01 | 471298.01 | 415360.88 | 409470.95 | 390798.89 | 319916.86 | 203494.675 | 170223.79 | 122947.755 | 116834.57 | 75601.038","TG","[M+NH4]+","Yes","TG(14:0_15:0_18:2)","[M+NH4]+"
555,866.723523316837,12.2188180555556,NA,5699226.97619048,6761806,6544387.5,6545825,6751708.5,7014967.5,6836283,6812218.5,4149959.25,6131116.95238095,6688253,5927621.30952381,NA,"1_TG(14:0_18:2_20:5)+NH4 | 1_TG(14:0_18:3_20:4)+NH4 | 1_TG(16:1_18:2_18:4)+NH4 | 1_TG(16:0_18:3_18:4)+NH4 | 1_TG(14:1_18:2_20:4)+NH4 | 1_TG(16:1_16:1_20:5)+NH4 | 1_TG(14:1_18:1_20:5)+NH4 | 1_TG(14:0_18:4_20:3)+NH4 | 1_TG(16:1_18:3_18:3)+NH4 | 1_TG(12:0_18:2_22:5)+NH4 | 1_TG(14:0_16:1_22:6)+NH4 | 1_TG(12:0_20:3_20:4)+NH4 | 1_TG(14:1_18:3_20:3)+NH4 | 1_TG(14:1_16:1_22:5)+NH4 | 1_TG(14:1_16:0_22:6)+NH4 | 1_TG(12:0_18:1_22:6)+NH4","297723.08 | 238014.99 | 234675.01 | 223955.25 | 217303.27 | 212352.5 | 204673.29 | 140021.647 | 136882.74 | 136486.04 | 126811.33 | 122326.327 | 113025.797 | 96813.64 | 95379.85 | 73433.94","TG","[M+NH4]+","Yes","TG(14:0_18:2_20:5)","[M+NH4]+"
704,840.707379659017,12.0194597222222,NA,3894672.48809524,4124451.29761905,4021235.98809524,4051790.73809524,3982461.30952381,3950866.85714286,3967387.97619048,3868329.52380952,3905459.08333333,3918565.69047619,3951086.5,3932858.33333333,NA,"1_TG(14:0_18:2_18:4)+NH4 | 1_TG(14:1_18:2_18:3)+NH4 | 1_TG(12:0_18:2_20:4)+NH4 | 1_TG(14:0_18:3_18:3)+NH4 | 1_TG(14:1_16:1_20:4)+NH4 | 1_TG(14:1_18:1_18:4)+NH4 | 1_TG(16:1_16:1_18:4)+NH4 | 1_TG(12:0_18:3_20:3)+NH4 | 1_TG(14:0_14:1_22:5)+NH4 | 1_TG(14:0_16:1_20:5)+NH4 | 1_TG(12:0_16:1_22:5)+NH4 | 1_TG(12:0_18:1_20:5)+NH4 | 1_TG(14:1_16:0_20:5)+NH4 | 1_TG(10:0_18:1_22:5)+NH4 | 1_TG(10:0_20:3_20:3)+NH4","302457.472 | 232008.532 | 229722.282 | 201029.842 | 180120.392 | 178070.082 | 167566.432 | 146331.027 | 119856.079 | 117521.322 | 63309.119 | 42735.822 | 40677.583 | 29928.673 | 13957.591","TG","[M+NH4]+","Yes","TG(14:0_18:2_18:4)","[M+NH4]+"
17795,816.707799379317,12.6221318181818,NA,10225645,10362009,11181211,11255488,10323506,10333306,10726679,10248192,0,9413916.66666667,10959856,10663079,NA,"1_TG(14:1_16:0_18:3)+NH4 | 1_TG(12:0_18:1_18:3)+NH4 | 1_TG(14:0_16:1_18:3)+NH4 | 1_TG(12:0_16:0_20:4)+NH4 | 1_TG(14:0_16:0_18:4)+NH4 | 1_TG(14:1_16:1_18:2)+NH4 | 1_TG(14:0_14:0_20:4)+NH4 | 1_TG(12:0_18:2_18:2)+NH4 | 1_TG(12:0_18:0_18:4)+NH4 | 1_TG(10:0_18:0_20:4)+NH4 | 1_TG(14:0_14:1_20:3)+NH4 | 1_TG(12:0_14:0_22:4)+NH4 | 1_TG(12:0_16:1_20:3)+NH4 | 1_TG(10:0_16:0_22:4)+NH4 | 1_TG(10:0_18:1_20:3)+NH4","943777.24 | 878609.24 | 875329.94 | 745144.94 | 632345.94 | 589071.54 | 539097.54 | 442768.04 | 412915.388 | 386442.492 | 353526.79 | 353151.82 | 329059.79 | 257860.224 | 193067.194","TG","[M+NH4]+","Yes","TG(14:1_16:0_18:3)","[M+NH4]+"
112,860.770337422689,13.8116986111111,NA,68170254.9523809,70975930.0952381,68577695.047619,67109117.2380952,64327599.9047619,65354406.2857143,69057554,68067249.1428571,67706529.9047619,66826000.0952381,67583838,67382302.6666667,NA,"1_TG(15:0_18:1_18:2)+NH4 | 1_TG(16:0_17:1_18:2)+NH4 | 1_TG(16:1_17:0_18:2)+NH4 | 1_TG(16:1_17:1_18:1)+NH4 | 1_TG(16:0_17:2_18:1)+NH4 | 1_TG(15:0_16:0_20:3)+NH4 | 1_TG(15:1_18:0_18:2)+NH4 | 1_TG(15:0_16:1_20:2)+NH4 | 1_TG(15:1_18:1_18:1)+NH4 | 1_TG(15:0_18:0_18:3)+NH4 | 1_TG(16:0_17:0_18:3)+NH4 | 1_TG(17:0_17:1_17:2)+NH4 | 1_TG(15:1_16:0_20:2)+NH4 | 1_TG(14:0_17:1_20:2)+NH4 | 1_TG(14:1_17:1_20:1)+NH4 | 1_TG(17:1_17:1_17:1)+NH4 | 1_TG(16:1_17:2_18:0)+NH4 | 1_TG(15:1_16:1_20:1)+NH4 | 1_TG(14:0_17:0_20:3)+NH4 | 1_TG(14:1_17:0_20:2)+NH4 | 1_TG(14:0_17:2_20:1)+NH4","9435634.06 | 7840940.06 | 5027686.96 | 4952992.16 | 4925690.26 | 4519394.09 | 4359364.5 | 3034944.305 | 2925977.86 | 2671210.5 | 2443260.66 | 2271790.06 | 2138672.005 | 1813152.845 | 1777584.297 | 1769529.06 | 745693 | 660701.712 | 484349.53 | 442301.49 | 307880.652","TG","[M+NH4]+","Yes","TG(15:0_18:1_18:2)","[M+NH4]+|[M+Na]+"
135,836.770853678385,14.2840597222222,NA,50680889.2380952,49874284.7619048,51387391.1428571,50615538.8571429,49953317.1428571,50510542.0952381,51894779.1428571,49236542.4761905,51807688,52700502.3809524,52381945.0476191,49557180.5714286,NA,"1_TG(15:0_16:0_18:1)+NH4 | 1_TG(16:0_16:1_17:0)+NH4 | 1_TG(16:0_16:0_17:1)+NH4 | 1_TG(15:1_16:0_18:0)+NH4 | 1_TG(14:0_17:0_18:1)+NH4 | 1_TG(13:0_16:0_20:1)+NH4 | 1_TG(14:1_16:0_19:0)+NH4 | 1_TG(15:0_17:0_17:1)+NH4 | 1_TG(13:0_18:0_18:1)+NH4 | 1_TG(12:0_18:1_19:0)+NH4 | 1_TG(15:0_16:1_18:0)+NH4 | 1_TG(14:0_15:0_20:1)+NH4 | 1_TG(15:0_15:1_19:0)+NH4 | 1_TG(14:0_17:1_18:0)+NH4 | 1_TG(13:0_17:1_19:0)+NH4 | 1_TG(14:1_17:0_18:0)+NH4 | 1_TG(12:0_17:0_20:1)+NH4 | 1_TG(15:1_17:0_17:0)+NH4 | 1_TG(14:0_16:1_19:0)+NH4","11931300.29 | 6208774.09 | 6125455.39 | 5322538.45 | 5273404.99 | 5172669.855 | 5151701.206 | 4637553.19 | 4241852.25 | 4058521.886 | 3357636.59 | 3353085.095 | 2901161.698 | 1689729.59 | 1087937.598 | 1011868.758 | 849507.043 | 844082.95 | 839573.738","TG","[M+NH4]+","Yes","TG(15:0_16:0_18:1)","[M+NH4]+"
184,858.754989624023,13.2706958333333,NA,29538792.3809524,30151991.5238095,30529677.0952381,31430352.9047619,28977524.7142857,30144756.8095238,30544512.0952381,30069975.2380952,30494675.7142857,29882004.3333333,29841807.7142857,30578606.9047619,NA,"1_TG(15:0_18:2_18:2)+NH4 | 1_TG(16:1_17:1_18:2)+NH4 | 1_TG(15:1_18:1_18:2)+NH4 | 1_TG(15:0_18:1_18:3)+NH4 | 1_TG(16:0_17:2_18:2)+NH4 | 1_TG(13:0_18:2_20:2)+NH4 | 1_TG(15:0_16:1_20:3)+NH4 | 1_TG(16:0_17:1_18:3)+NH4 | 1_TG(15:0_16:0_20:4)+NH4 | 1_TG(16:1_17:0_18:3)+NH4 | 1_TG(16:1_17:2_18:1)+NH4 | 1_TG(14:0_15:0_22:4)+NH4 | 1_TG(15:1_18:0_18:3)+NH4 | 1_TG(15:1_16:1_20:2)+NH4 | 1_TG(15:1_16:0_20:3)+NH4 | 1_TG(14:1_18:3_19:0)+NH4 | 1_TG(17:1_17:1_17:2)+NH4 | 1_TG(13:0_18:1_20:3)+NH4 | 1_TG(14:0_17:1_20:3)+NH4 | 1_TG(14:1_17:1_20:2)+NH4 | 1_TG(13:0_16:0_22:4)+NH4 | 1_TG(17:0_17:2_17:2)+NH4 | 1_TG(14:0_17:2_20:2)+NH4 | 1_TG(14:1_17:0_20:3)+NH4 | 1_TG(14:0_17:0_20:4)+NH4 | 1_TG(13:0_18:0_20:4)+NH4","2447229.89 | 2310195.99 | 2203952.49 | 2060651.49 | 1902617.89 | 1475509.874 | 1460061.18 | 1359418.09 | 1328077.12 | 1099119.77 | 1032501.39 | 1030889.661 | 918169.886 | 745596.347 | 652584.28 | 641079.731 | 574443.29 | 512381.307 | 490565.01 | 460852.977 | 351472.558 | 200222.97 | 175998.977 | 107542.59 | 98282.63 | 45392.543","TG","[M+NH4]+","Yes","TG(15:0_18:2_18:2)","[M+NH4]+"
196,834.754803975423,13.7929708333333,NA,27436485.7142857,28225750.3333333,27834262.6666667,27773957.3333333,27093333.8095238,27248388.7619048,28212012.2857143,27812296.952381,28297930.8571429,27389500.4761905,27322476.3333333,27312106.952381,NA,"1_TG(15:0_16:0_18:2)+NH4 | 1_TG(15:0_16:1_18:1)+NH4 | 1_TG(15:1_16:0_18:1)+NH4 | 1_TG(16:0_16:1_17:1)+NH4 | 1_TG(14:0_17:0_18:2)+NH4 | 1_TG(15:0_17:1_17:1)+NH4 | 1_TG(13:0_18:0_18:2)+NH4 | 1_TG(14:0_15:0_20:2)+NH4 | 1_TG(14:0_17:1_18:1)+NH4 | 1_TG(12:0_18:2_19:0)+NH4 | 1_TG(13:0_16:0_20:2)+NH4 | 1_TG(15:0_17:0_17:2)+NH4 | 1_TG(16:0_16:0_17:2)+NH4 | 1_TG(14:1_17:0_18:1)+NH4 | 1_TG(15:1_17:0_17:1)+NH4 | 1_TG(13:0_18:1_18:1)+NH4 | 1_TG(15:1_16:1_18:0)+NH4 | 1_TG(16:1_16:1_17:0)+NH4 | 1_TG(14:1_16:1_19:0)+NH4 | 1_TG(14:1_17:1_18:0)+NH4 | 1_TG(14:0_17:2_18:0)+NH4 | 1_TG(15:1_15:1_19:0)+NH4 | 1_TG(12:0_17:0_20:2)+NH4 | 1_TG(13:0_17:2_19:0)+NH4","6529553.02 | 4052531.42 | 4024235.72 | 3697338.82 | 3196770.02 | 2666622.42 | 2526642 | 2492623.544 | 2485711.22 | 2414795.573 | 2340040.944 | 2332764.48 | 2271411.28 | 1648345.03 | 1546579.32 | 1418896.22 | 1385534.9 | 1140676.62 | 869758.253 | 775607.01 | 604899.86 | 572502.743 | 368080.474 | 189967.503","TG","[M+NH4]+","Yes","TG(15:0_16:0_18:2)","[M+NH4]+"
228,838.786524454753,14.8218986111111,NA,21661557.5952381,21904514.4761905,22173955.7142857,23054366.8095238,23095934.7142857,22678540.3333333,21693419.047619,22745378.1428571,22565929.4285714,21848623.1428571,22433833.0952381,21908687.9047619,NA,"1_TG(15:0_16:0_18:0)+NH4 | 1_TG(16:0_16:0_17:0)+NH4 | 1_TG(14:0_16:0_19:0)+NH4 | 1_TG(12:0_16:0_21:0)+NH4 | 1_TG(13:0_16:0_20:0)+NH4 | 1_TG(14:0_17:0_18:0)+NH4 | 1_TG(15:0_17:0_17:0)+NH4 | 1_TG(13:0_17:0_19:0)+NH4 | 1_TG(12:0_17:0_20:0)+NH4 | 1_TG(12:0_18:0_19:0)+NH4 | 1_TG(13:0_18:0_18:0)+NH4 | 1_TG(14:0_15:0_20:0)+NH4 | 1_TG(15:0_15:0_19:0)+NH4 | 1_TG(13:0_15:0_21:0)+NH4 | 1_TG(12:0_14:0_23:0)+NH4 | 1_TG(14:0_14:0_21:0)+NH4 | 1_TG(13:0_13:0_23:0)+NH4","4947431.91 | 4827975.91 | 3387543.42 | 3225741.925 | 3224304.635 | 2704401.51 | 2425948.91 | 1696823.855 | 1651856.785 | 1030067.005 | 972677.945 | 938209.2 | 865205.82 | 821374.775 | 151845.807 | 148753.34 | 29195.057","TG","[M+NH4]+","Yes","TG(15:0_16:0_18:0)","[M+NH4]+"
